Clean Age,Country Name,Region,Indicator,Year,Unit of measurement
22,Italy,Europe,Persons arrested/suspected for intentional homicide,2015,Counts
22,Azerbaijan,Asia,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
27,"China, Hong Kong Special Administrative Region",Asia,Persons arrested/suspected for intentional homicide,2010,"Rate per 100,000 population"
22,Guyana,Americas,Persons arrested/suspected for intentional homicide,2021,Counts
22,Jamaica,Americas,Victims of intentional homicide,2017,Counts
27,Serbia,Europe,Victims of intentional homicide,2013,"Rate per 100,000 population"
5,Australia,Oceania,Victims of intentional homicide,2016,Counts
22,Antigua and Barbuda,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
22,Guyana,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
22,North Macedonia,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
22,Kosovo under UNSCR 1244,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
22,United States of America,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
5,Barbados,Americas,Victims of intentional homicide,2020,Counts
27,Costa Rica,Americas,Persons arrested/suspected for intentional homicide,2008,"Rate per 100,000 population"
27,Kenya,Africa,Victims of intentional homicide,2015,"Rate per 100,000 population"
22,Grenada,Americas,Persons arrested/suspected for intentional homicide,2016,Counts
22,Poland,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,Iceland,Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
5,Honduras,Americas,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
22,Canada,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
5,Germany,Europe,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
27,Malta,Europe,Victims of intentional homicide,2015,Counts
5,Switzerland,Europe,Victims of intentional homicide,2013,"Rate per 100,000 population"
27,Poland,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Grenada,Americas,Persons arrested/suspected for intentional homicide,2022,Counts
27,Slovakia,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
5,Saint Kitts and Nevis,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
22,Hungary,Europe,Victims of intentional homicide,2016,Counts
5,Ireland,Europe,Victims of intentional homicide,2016,Counts
5,Malta,Europe,Victims of intentional homicide,2021,Counts
5,Colombia,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,Hungary,Europe,Persons arrested/suspected for intentional homicide,2012,Counts
5,Bosnia and Herzegovina,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,France,Europe,Persons arrested/suspected for intentional homicide,2018,Counts
27,Bolivia (Plurinational State of),Americas,Persons arrested/suspected for intentional homicide,2020,Counts
22,Mexico,Americas,Victims of intentional homicide,2017,Counts
5,Belize,Americas,Persons arrested/suspected for intentional homicide,2022,Counts
22,Czechia,Europe,Victims of intentional homicide,2021,Counts
22,Peru,Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
22,Bosnia and Herzegovina,Europe,Victims of intentional homicide,2020,Counts
27,Bosnia and Herzegovina,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
27,Holy See,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Chile,Americas,Victims of intentional homicide,2022,Counts
27,Trinidad and Tobago,Americas,Persons arrested/suspected for intentional homicide,2018,Counts
22,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,Serbia,Europe,Persons arrested/suspected for intentional homicide,2021,Counts
27,Denmark,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Montenegro,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
22,Hungary,Europe,Victims of intentional homicide,2017,Counts
27,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
22,Canada,Americas,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Türkiye,Asia,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
5,Ireland,Europe,Victims of intentional homicide,2017,Counts
27,Russian Federation,Europe,Persons arrested/suspected for intentional homicide,2011,"Rate per 100,000 population"
27,Honduras,Americas,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Australia,Oceania,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
27,Trinidad and Tobago,Americas,Victims of intentional homicide,2018,Counts
22,Liechtenstein,Europe,Victims of intentional homicide,2016,Counts
5,Jordan,Asia,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Malta,Europe,Victims of intentional homicide,2020,Counts
5,United Kingdom (England and Wales),Europe,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
22,Türkiye,Asia,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,Hungary,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Slovakia,Europe,Victims of intentional homicide,2013,"Rate per 100,000 population"
5,Portugal,Europe,Victims of intentional homicide,2019,Counts
22,Serbia,Europe,Victims of intentional homicide,2015,Counts
5,United Kingdom (Scotland),Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
22,Puerto Rico,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
22,Saint Vincent and the Grenadines,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
22,Jamaica,Americas,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
27,Uruguay,Americas,Persons arrested/suspected for intentional homicide,2022,Counts
22,Denmark,Europe,Victims of intentional homicide,2017,Counts
22,Jordan,Asia,Victims of intentional homicide,2019,"Rate per 100,000 population"
5,Ireland,Europe,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
27,Poland,Europe,Victims of intentional homicide,2018,Counts
27,Bahamas,Americas,Victims of intentional homicide,2019,Counts
5,Denmark,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Switzerland,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
5,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2010,Counts
22,Hungary,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
22,Uruguay,Americas,Persons arrested/suspected for intentional homicide,2021,Counts
27,Honduras,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
27,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2012,"Rate per 100,000 population"
22,Guatemala,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
22,United Kingdom (Scotland),Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Kazakhstan,Asia,Persons arrested/suspected for intentional homicide,2014,Counts
5,Serbia,Europe,Persons arrested/suspected for intentional homicide,2016,Counts
27,Kenya,Africa,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Canada,Americas,Victims of intentional homicide,2013,Counts
22,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
27,Hungary,Europe,Victims of intentional homicide,2014,"Rate per 100,000 population"
5,Uruguay,Americas,Victims of intentional homicide,2022,Counts
27,Montenegro,Europe,Victims of intentional homicide,2017,Counts
27,Singapore,Asia,Persons arrested/suspected for intentional homicide,2018,Counts
27,Slovakia,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
22,Australia,Oceania,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Mexico,Americas,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Czechia,Europe,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
27,Chile,Americas,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
27,Latvia,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Dominica,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
22,Antigua and Barbuda,Americas,Persons arrested/suspected for intentional homicide,2016,Counts
22,Saint Kitts and Nevis,Americas,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
22,Italy,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
22,United States of America,Americas,Persons arrested/suspected for intentional homicide,2018,Counts
5,Slovenia,Europe,Victims of intentional homicide,2019,Counts
5,Suriname,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,Germany,Europe,Persons arrested/suspected for intentional homicide,2019,Counts
27,Hungary,Europe,Victims of intentional homicide,2019,Counts
22,Slovenia,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,Armenia,Asia,Persons arrested/suspected for intentional homicide,2013,Counts
27,Ecuador,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
22,Oman,Asia,Persons arrested/suspected for intentional homicide,2017,Counts
5,Antigua and Barbuda,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
27,Denmark,Europe,Persons arrested/suspected for intentional homicide,2018,Counts
27,Costa Rica,Americas,Persons arrested/suspected for intentional homicide,2008,Counts
27,Hungary,Europe,Persons arrested/suspected for intentional homicide,2009,Counts
27,Guyana,Americas,Victims of intentional homicide,2018,Counts
27,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Slovakia,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
5,Saint Kitts and Nevis,Americas,Victims of intentional homicide,2018,Counts
5,Croatia,Europe,Victims of intentional homicide,2017,Counts
5,Iceland,Europe,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
27,Bhutan,Asia,Victims of intentional homicide,2020,Counts
5,Switzerland,Europe,Victims of intentional homicide,2018,Counts
22,Honduras,Americas,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
22,Honduras,Americas,Victims of intentional homicide,2014,Counts
22,Singapore,Asia,Persons arrested/suspected for intentional homicide,2019,Counts
5,Austria,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,Türkiye,Asia,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
27,Australia,Oceania,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Poland,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
5,Guyana,Americas,Persons arrested/suspected for intentional homicide,2018,Counts
5,Uruguay,Americas,Victims of intentional homicide,2020,Counts
22,Serbia,Europe,Victims of intentional homicide,2014,"Rate per 100,000 population"
27,Costa Rica,Americas,Persons arrested/suspected for intentional homicide,2013,Counts
5,Poland,Europe,Victims of intentional homicide,2018,"Rate per 100,000 population"
5,United Kingdom (England and Wales),Europe,Persons arrested/suspected for intentional homicide,2015,Counts
22,Ecuador,Americas,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Canada,Americas,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
5,Hungary,Europe,Persons arrested/suspected for intentional homicide,2013,Counts
22,Spain,Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
27,United Kingdom (England and Wales),Europe,Victims of intentional homicide,2016,Counts
27,Austria,Europe,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
27,Guyana,Americas,Persons arrested/suspected for intentional homicide,2022,Counts
22,Canada,Americas,Persons arrested/suspected for intentional homicide,2022,Counts
27,Italy,Europe,Persons arrested/suspected for intentional homicide,2012,Counts
